number,name,correct_user,submission_cnt,correct_rate,level,avg_try
2758,로또,240,1606,22.642,11,4.42
2759,팬케익 뒤집기,39,105,44.318000000000005,11,2.26
2761,모형 로켓의 높이,10,16,83.333,8,1.2
2764,마지막 사진 찍기,12,25,60.0,15,1.67
2765,자전거 속도,232,435,60.574,3,1.65
2773,바깥 삼각형의 중심,6,22,37.5,14,2.67
2774,아름다운 수,1472,2392,69.73,4,1.43
2775,부녀회장이 될테야,16466,33334,57.699,4,1.73
2776,암기왕,1708,9818,27.785999999999998,8,3.6
2777,숫자 놀이,180,554,37.037,7,2.7
2779,비밀어,17,60,48.571000000000005,14,2.06
2780,비밀번호,454,1458,41.882,10,2.39
2782,로맨틱 왕,8,99,14.815,18,6.75
2783,삼각 김밥,1737,3248,60.125,3,1.66
2784,가로 세로 퍼즐,227,706,43.653999999999996,6,2.29
2785,체인,185,656,43.427,9,2.3
2787,흔한 수열 문제,168,690,33.871,18,2.95
2789,유학 금지,2980,4634,71.531,4,1.4
2790,F7,428,1739,31.869,9,3.14
2792,보석 상자,681,2988,35.395,8,2.83
2793,숫자의 힘,76,340,35.849000000000004,17,2.79
2794,화성,13,60,32.5,19,3.08
2795,사업 확장,43,302,29.252,24,3.42
2797,트램폴린,34,122,37.363,17,2.68
2798,블랙잭,19784,55733,44.068000000000005,4,2.27
2799,블라인드,688,1328,62.946000000000005,7,1.59
2800,괄호 제거,375,1553,33.542,11,2.98
2802,크레용,68,244,34.872,17,2.87
2803,내가 어렸을 때 가지고 놀던 장난감,55,192,42.968999999999994,21,2.33
2804,크로스워드 만들기,1717,3587,54.473,4,1.84
2805,나무 자르기,11360,63044,25.94,8,3.85
2806,DNA 발견,187,570,51.943999999999996,11,1.93
2809,아스키 거리,82,987,15.56,20,6.43
2810,컵홀더,1754,4966,39.982,4,2.5
2811,상범이의 우울,70,533,27.237,6,3.67
2812,크게 만들기,1602,10612,22.875999999999998,11,4.37
2813,매력있는 울타리,21,57,39.623000000000005,19,2.52
2814,최소인수,101,681,20.487,21,4.88
2815,암호 해독가 최준민,13,116,28.261,20,3.54
2816,디지털 티비,739,2418,39.141999999999996,5,2.55
2817,ALPS식 투표,111,421,37.374,9,2.68
2819,상근이의 로봇,176,775,36.975,14,2.7
2820,자동차 공장,443,2588,33.184,18,3.01
2822,점수 계산,3913,5798,75.192,6,1.33
2823,유턴 싫어,644,1810,43.602,9,2.29
2824,최대공약수,839,5497,22.29,11,4.49
2825,수업시간에 교수님 몰래 교실을 나간 상근이,77,335,35.16,13,2.84
2828,사과 담기 게임,1043,2697,46.729,5,2.14
2829,아름다운 행렬,106,408,36.934,13,2.71
2830,행성 X3,247,1204,31.912,12,3.13
2831,댄스 파티,135,469,33.499,13,2.99
2836,수상 택시,314,1099,34.13,13,2.93
2839,설탕 배달,38861,155184,32.868,5,3.04
2840,행운의 바퀴,516,3489,18.324,7,5.46
2841,외계인의 기타 연주,1718,5144,41.964,9,2.38
2842,집배원 한상덕,854,6268,22.033,16,4.54
2843,마블,158,873,27.768,17,3.6
2844,자료 구조,21,240,18.421,24,5.43
2845,파티가 끝나고 난 뒤,5035,7548,72.918,1,1.37
2846,오르막길,3117,9118,40.681,4,2.46
2847,게임을 만든 동준이,2258,5667,45.387,7,2.2
2848,알고스팟어,230,1794,21.395,16,4.67
2849,탭댄스,57,392,19.0,20,5.26
2850,배관공 김선영,24,149,48.98,24,2.04
2851,슈퍼 마리오,2978,8679,39.512,5,2.53
2852,NBA 농구,527,2094,34.332,8,2.91
2854,문제 출제,195,654,41.756,12,2.39
2855,흥미로운 수열,71,342,32.87,19,3.04
2857,FBI,2085,5310,46.738,4,2.14
2858,기숙사 바닥,1486,3260,55.886,4,1.79
2861,원섭동 사람들,22,151,20.951999999999998,17,4.77
2862,수학 게임,185,533,48.052,20,2.08
2863,이게 분수?,1366,3329,46.00899999999999,3,2.17
2864,5와 6의 차이,3831,5819,73.433,4,1.36
2865,나는 위대한 슈퍼스타K,404,1178,41.648999999999994,7,2.4
2866,문자열 잘라내기,235,1301,29.011999999999997,11,3.45
2867,수열의 값,98,339,40.496,17,2.47
2869,달팽이는 올라가고 싶다,18043,84595,26.885,5,3.72
2870,수학숙제,671,2710,31.035999999999998,6,3.22
2871,아름다운 단어,71,333,33.81,14,2.96
2872,우리집엔 도서관이 있어,446,1355,42.802,8,2.34
2873,롤러코스터,832,4280,28.789,18,3.47
2875,대회 or 인턴,5906,16754,41.674,3,2.4
2876,그래픽스 퀴즈,181,503,44.802,8,2.23
2877,4와 7,560,1160,61.742,10,1.62
2878,캔디캔디,306,1786,23.465999999999998,14,4.26
2879,코딩은 예쁘게,485,1719,42.211000000000006,15,2.37
2881,산책길,65,314,37.571999999999996,13,2.66
2882,소수 사이클,13,85,52.0,18,1.92
2884,알람 시계,41047,125543,39.14,3,2.56
2886,자리 전쟁,65,453,21.959,15,4.55
2887,행성 터널,2143,8124,36.187,15,2.76
2888,상범 게임,28,61,62.222,17,1.61
2889,레스토랑,23,297,11.110999999999999,22,9.0
2891,카약과 강풍,286,870,38.965,6,2.57
2893,XOR 도형,52,161,48.598,17,2.06
2896,무알콜 칵테일,437,1082,48.718,5,2.05
2899,구슬 없애기,47,167,39.496,20,2.53
2900,프로그램,83,376,31.801,14,3.14
2902,KMP는 왜 KMP일까?,7727,10785,80.767,4,1.24
2903,중앙 이동 알고리즘,2069,3824,60.479,3,1.65
2904,수학은 너무 쉬워,558,2293,32.843,13,3.04
2905,홍준이와 울타리,146,1060,25.886999999999997,19,3.86
2906,폭발 사고,23,72,50.0,18,2.0
2907,재료 사러 가는 길,5,10,100.0,22,1.0
2908,상수,27664,45736,69.203,4,1.45
2909,캔디 구매,1010,2199,54.243,4,1.84
2910,빈도 정렬,731,2413,36.938,8,2.71
2911,전화 복구,106,230,53.0,17,1.89
2912,백설공주와 난쟁이,393,3685,24.826,18,4.03
2914,저작권,6587,8789,81.311,1,1.23
2916,자와 각도기,528,2372,29.814,12,3.35
2917,늑대 사냥꾼,223,1238,26.611,14,3.76
2920,음계,22711,49661,54.284,4,1.84
2921,도미노,1914,2845,76.744,3,1.3
2922,즐거운 단어,135,387,46.233000000000004,12,2.16
2923,숫자 게임,147,601,36.567,17,2.73
2924,천재,47,139,39.496,16,2.53
2925,신기한 물체,15,100,34.884,24,2.87
2927,남극 탐험,156,893,24.261,21,4.12
2928,빨랫줄,9,57,40.909,22,2.44
2929,머신 코드,133,282,56.838,5,1.76
2931,가스관,743,4579,29.069000000000003,13,3.44
2933,미네랄,1114,6708,24.217,13,4.13
2934,LRH 식물,325,1047,48.22,17,2.07
2935,소음,3095,6729,52.538000000000004,3,1.9
2936,채식주의자,54,246,27.835,4,3.59
2937,블록 정리,57,111,55.34,11,1.81
2939,택배 배달,68,1142,18.428,21,5.43
2941,크로아티아 알파벳,20778,54801,45.343999999999994,6,2.21
2942,퍼거슨과 사과,788,2925,38.477,9,2.6
2944,수박 던지기 게임,28,138,29.166999999999998,19,3.43
2946,알라딘과 램프,6,39,37.5,19,2.67
2947,나무 조각,2222,4848,53.646,6,1.86
2948,2009년,878,2226,42.641999999999996,4,2.35
2953,나는 요리사다,6244,11012,64.624,3,1.55
2954,창영이의 일기장,1024,1700,68.312,5,1.46
2955,스도쿠 풀기,31,155,26.956999999999997,14,3.71
2956,대칭 행렬,7,10,70.0,21,1.43
2957,이진 탐색 트리,570,5449,24.183000000000003,16,4.14
2958,도로 네트워크,40,309,24.39,19,4.1
2959,거북이,1981,3142,70.19800000000001,3,1.42
2960,에라토스테네스의 체,6139,14324,51.666000000000004,7,1.94
2961,도영이가 만든 맛있는 음식,1193,3755,40.912,10,2.44
2962,동물원 확장,32,1032,20.915,16,4.78
2963,무한 이진 트리 탐색,52,249,30.951999999999998,14,3.23
2964,벽과 못,8,39,47.059,21,2.13
2965,캥거루 세마리,3943,6411,67.936,3,1.47
2966,찍기,1219,2856,50.062,4,2.0
2967,그리스-로마 건축,38,189,31.666999999999998,16,3.16
2968,보드 게임의 왕 김동혁,12,52,36.364000000000004,17,2.75
2969,메뚜기,36,247,22.36,17,4.47
2974,자기곱,13,123,52.0,21,1.92
2975,Transactions,468,939,55.318999999999996,3,1.81
2976,NIKOLA,43,153,46.236999999999995,15,2.16
2977,폭탄제조,81,463,25.0,16,4.0
2978,A=S,18,117,18.947,18,5.28
2979,트럭 주차,1840,2975,69.85600000000001,4,1.43
2980,도로와 신호등,668,1726,47.95399999999999,8,2.09
2981,검문,2591,17407,21.076999999999998,10,4.74
2982,국왕의 방문,169,728,39.486,13,2.53
2983,개구리 공주,180,1591,25.568,17,3.91
2984,고속도로,42,193,35.294000000000004,18,2.83
2985,세 수,1322,3223,46.549,3,2.15
2986,파스칼,772,3678,27.434,8,3.65
2989,개구리 왕눈이,53,373,19.85,18,5.04
2990,단어 검색,49,372,22.273000000000003,21,4.49
2991,사나운 개,813,1413,64.016,3,1.56
2992,크면서 작은 수,563,1451,47.833,8,2.09
2994,내한 공연,57,190,41.606,15,2.4
2995,생일,48,133,45.283,17,2.21
2997,네 번째 수,1282,3087,48.195,3,2.07
2998,8진수,1399,2585,60.879,6,1.64
2999,비밀 이메일,1016,3614,32.408,5,3.09
3000,직각 삼각형,157,565,38.2,11,2.62
3001,이상한 문제,42,180,35.593,16,2.81
3003,"킹, 퀸, 룩, 비숍, 나이트, 폰",4075,6195,72.625,1,1.38
3004,체스판 조각,1413,2175,71.835,2,1.39
3005,크로스워드 퍼즐 쳐다보기,243,696,43.162,10,2.32
3006,터보소트,635,1501,66.28399999999999,17,1.51
3007,숫자 원,39,185,28.261,19,3.54
3008,직각 삼각형의 개수,53,323,28.191,16,3.55
3009,네 번째 점,10189,15653,73.408,3,1.36
3010,페그,67,154,47.183,9,2.12
3011,이름 지어주기,64,290,29.090999999999998,15,3.44
3012,올바른 괄호 문자열,287,2837,19.236,19,5.2
3013,부분 수열의 중앙값,148,530,43.023,15,2.32
3014,자전거 경주,21,313,25.301,24,3.95
3015,오아시스 재결합,1167,6883,24.656999999999996,15,4.06
3017,가까운 수 찾기,13,61,37.143,16,2.69
3018,캠프파이어,164,480,42.486999999999995,6,2.35
3019,테트리스,538,1466,45.67100000000001,10,2.19
3020,개똥벌레,2247,7768,40.721,11,2.46
3022,PRASE,201,343,66.777,7,1.5
3023,마술사 이민혁,986,2000,56.472,5,1.77
3024,마라톤 틱택토,191,716,32.318000000000005,8,3.09
3025,돌 던지기,105,1583,17.073,16,5.86
3026,V,37,246,29.134,19,3.43
3027,3차원 직사각형,11,64,33.333,22,3.0
3028,창영마을,1355,1975,75.153,3,1.33
3029,경고,890,2558,39.679,3,2.52
3030,테니스,26,162,26.0,15,3.85
3031,리그,32,258,15.92,15,6.28
3032,승리,48,170,40.336,16,2.48
3033,가장 긴 문자열,632,4457,30.814,18,3.25
3034,앵그리 창영,2387,3481,73.97,3,1.35
3035,스캐너,948,1612,67.425,5,1.48
3036,링,4405,6114,79.714,8,1.25
3037,혼란,141,614,28.543000000000003,15,3.5
3038,완전 이진 트리,184,435,57.861999999999995,17,1.73
3039,스터디장 홍준,45,371,23.56,20,4.24
3040,백설 공주와 일곱 난쟁이,3427,5747,71.411,4,1.4
3041,N-퍼즐,550,994,67.818,5,1.47
3042,트리플렛,125,333,43.86,9,2.28
3043,장난감 탱크,74,302,29.134,17,3.43
3044,자전거 경주 준비하기,91,930,18.02,18,5.55
3045,이중 연결 리스트,52,593,27.513,19,3.63
3046,R2,10133,13248,83.365,1,1.2
3047,ABC,3267,6154,60.11,4,1.66
3048,개미,776,2112,45.012,7,2.22
3049,다각형의 대각선,1277,1928,76.193,4,1.31
3050,집들이,88,263,40.0,14,2.5
3051,군사 기지,13,48,50.0,20,2.0
3052,나머지,27997,53051,60.945,4,1.64
3053,택시 기하학,9718,27277,40.7,3,2.46
3054,피터팬 프레임,660,1533,50.42,5,1.98
3055,탈출,6163,27644,31.177,11,3.21
3056,007,301,1661,25.146,16,3.98
3057,디버그,119,729,26.444000000000003,19,3.78
3058,짝수를 찾아라,2264,3507,72.033,3,1.39
3059,등장하지 않는 문자의 합,1582,2925,59.631,4,1.68
3060,욕심쟁이 돼지,506,1982,30.281,6,3.3
3061,사다리,182,342,65.942,7,1.52
3062,수 뒤집기,1507,3374,52.989,4,1.89
3063,게시판,116,442,44.275,12,2.26
3066,브리징 시그널,101,169,72.66199999999999,14,1.38
3067,Coins,353,567,75.42699999999999,10,1.33
3071,The ♡ System,40,74,61.538000000000004,7,1.63
3075,Astromeeting,77,644,19.897000000000002,12,5.03
3076,상근이의 체스판,928,1604,65.722,4,1.52
3077,임진왜란,265,765,49.533,8,2.02
3078,좋은 친구,719,3686,26.939,13,3.71
3079,입국심사,1433,9230,25.848000000000003,10,3.87
3080,아름다운 이름,168,1349,18.261,19,5.48
3085,사탕 게임,3463,15729,30.619,7,3.27
3086,초콜릿 자르기,49,493,19.141,15,5.22
3088,화분 부수기,65,321,39.157,12,2.55
3089,네잎 클로버를 찾아서,29,93,39.189,14,2.55
3090,차이를 최소로,117,1496,26.773000000000003,19,3.74
3097,산책 경로,42,123,44.681000000000004,8,2.24
3098,소셜네트워크,104,281,47.273,7,2.12
3101,토끼의 이동,213,1164,25.326999999999998,14,3.95
3102,겹치지 않는 원,25,83,38.461999999999996,17,2.6
3103,순열의 순서,32,203,30.476,21,3.28
3107,IPv6,220,915,30.811999999999998,11,3.25
3108,로고,562,2810,27.59,13,3.63
3109,빵집,2022,8940,31.131999999999998,14,3.21
3110,부등식,46,346,28.395,13,3.52
3111,검열,464,4297,19.727999999999998,17,5.06
3113,양,12,67,27.906999999999996,17,3.58
3114,사과와 바나나,350,1748,29.142,14,3.43
3117,YouTube,208,506,51.74100000000001,16,1.93
3119,울타리,53,555,19.925,21,5.02
3121,"빨간점, 파란점",33,110,55.0,24,1.82
3128,Hangman Game,18,156,18.947,16,5.28
3131,크리스마스 선물,24,115,37.5,16,2.67
3133,코끼리,63,311,38.415,20,2.6
3136,평면도,69,375,27.711,18,3.61
3139,VANDAL,10,35,29.412,7,3.4
3142,즐거운 삶을 위한 노력,33,155,40.244,13,2.48
3148,빙고,5,32,27.778000000000002,18,3.6
3151,합이 0,55,292,31.073,13,3.22
3153,타워 디펜스,61,187,42.657,21,2.34
3154,알람시계,89,292,40.09,4,2.49
3159,전구,27,64,45.0,19,2.22
3161,izbori,33,73,56.897,9,1.76
3163,떨어지는 개미,656,3199,29.941,16,3.34
3164,패턴,62,266,35.028,13,2.85
3165,5,44,249,33.846,14,2.95
3166,maraton,3,11,27.273000000000003,17,3.67
3167,기차표 검사,22,78,42.308,12,2.36
3168,stolni,8,21,40.0,7,2.5
3169,테트리스 같은 게임,4,55,14.815,22,6.75
3172,현주와 윤주의 재미있는 단어 게임,118,627,37.342,18,2.68
3176,도로 네트워크,1430,5979,37.791,17,2.65
3181,줄임말 만들기,299,556,65.28399999999999,5,1.53
3182,한동이는 공부가 하기 싫어!,127,210,70.556,8,1.42
3184,양,2162,4561,63.086999999999996,9,1.59
3186,소변기,77,266,38.119,9,2.62
3187,양치기 꿍,869,1609,66.898,9,1.49
3189,tomo,24,92,30.769000000000002,4,3.25
3190,뱀,8307,32534,36.799,11,2.72
3192,매직 스퀘어,30,139,28.846,13,3.47
3194,nogomet,2,5,100.0,14,1.0
3197,백조의 호수,1324,11196,19.05,15,5.25
3203,프로그래밍 언어 Z,11,155,23.913,22,4.18
3204,커플 깨기,24,106,28.570999999999998,20,3.5
3208,gus,114,155,85.714,5,1.17
3217,malloc,24,173,22.43,16,4.46
3221,개미의 이동,71,167,62.832,9,1.59
3226,전화 요금,381,1096,41.776,5,2.39
3232,Multiply,38,66,79.167,5,1.26
3244,두 부분 문자열 2,13,74,35.135,18,2.85
3257,발코딩,39,402,23.214000000000002,11,4.31
3258,컴포트,57,174,44.18600000000001,10,2.26
3267,TWO,21,42,56.757,17,1.76
3273,두 수의 합,1452,4736,40.468,7,2.47
3295,단방향 링크 네트워크,265,621,56.144,19,1.78
3300,무어 기계,60,463,26.785999999999998,14,3.73
3307,대회가 끝나고 난 뒤 빰빠빰,25,243,30.488000000000003,15,3.28
3308,Matching,16,98,39.024,24,2.56
3309,Hotel,9,37,26.471,18,3.78
3311,Traffic,19,53,40.426,23,2.47
3315,Bodyguards,1,1,100.0,22,1.0
3316,The MP3 Player,2,2,100.0,22,1.0
3318,A Huge Tower,2,2,100.0,18,1.0
3319,전령들,73,495,21.037,23,4.75
3321,가장 큰 직사각형,43,415,20.574,20,4.95
3323,삼각형,23,174,17.037,22,5.87
3333,Antenna,15,41,45.455,22,2.2
3336,Connect,4,20,66.667,24,1.5
3340,Multi-key Sorting,8,12,80.0,7,1.25
3343,장미,39,447,21.081,10,4.74
3344,N-Queen,99,1037,29.909000000000002,16,3.34
3345,괄호,30,119,34.884,13,2.87
3346,꿍 기지국,22,161,19.298,22,5.18
3350,Candy Machine,30,87,40.541,19,2.47
3351,삼각 분할,30,78,48.387,20,2.07
3356,라디오 전송,106,198,68.387,17,1.46
3357,Monument,13,39,43.333,22,2.31
3358,Towers of coins,15,20,83.333,12,1.2
3360,깡총깡총,28,80,58.333,6,1.71
3363,동전,17,77,34.0,12,2.94
3366,수열 줄이기,79,306,38.537,15,2.59
3372,보드 점프,212,1023,33.073,10,3.02
3387,Calculator Game,7,17,50.0,9,2.0
3392,화성 지도,738,3847,34.894,18,2.87
3405,파산하는 왕국,60,374,28.708000000000002,17,3.48
3407,맹세,109,605,26.265,9,3.81
3408,Non-boring sequences,102,425,29.565,22,3.4
3409,문자 방정식,33,391,28.205,21,3.55
3411,Jewel heist,20,77,30.303,20,3.3
3412,Darts,107,352,42.629,5,2.35
3413,The Dragon and the knights,26,58,50.98,20,1.96
3414,Conservation,22,61,51.163000000000004,15,1.95
3417,Vigenère Cipher Encryption,41,82,80.392,4,1.24
3419,Racing Car Trail,19,48,43.181999999999995,23,2.32
3421,이상한 규정,13,139,20.0,24,5.0
3424,Unchanged Picture,4,7,57.143,25,1.75
3425,고스택,528,5266,14.502,13,6.9
3428,Casting Spells,18,156,19.355,19,5.17
3429,방어선,59,382,33.523,17,2.98
3430,용이 산다,112,711,28.645,15,3.49
3431,Fields and Farmers,4,7,57.143,19,1.75
3432,Game,34,73,50.746,4,1.97
3435,Justice for All,22,68,42.308,23,2.36
3437,Phone Cell,7,21,36.842,22,2.71
3440,Gates of Logic,12,72,19.048,22,5.25
3443,Reaux! Sham! Beaux!,6,13,66.667,6,1.5
3444,Robotic Sort,50,156,44.643,23,2.24
3447,버그왕,191,515,45.693999999999996,5,2.19
3448,문자 인식,75,417,22.255,4,4.49
3449,해밍 거리,1144,1574,77.876,4,1.28
3451,Easy Task,6,6,100.0,6,1.0
3459,Minimizing Maximizer,1,1,100.0,21,1.0
3460,이진수,2780,4872,65.304,3,1.53
3461,Alice and Bob,1,15,100.0,20,1.0
3464,Decoding Morse sequences,2,4,50.0,17,2.0
3467,Gates,1,1,100.0,21,1.0
3474,교수가 된 현우,776,2389,40.735,7,2.45
3476,Hotline,12,56,24.49,22,4.08
3482,Labyrinth,119,590,29.455,14,3.4
3486,Adding Reversed Numbers,483,844,70.408,3,1.42
3487,Copying Books,30,176,28.302,16,3.53
3492,Glass Beads,17,28,73.913,19,1.35
3495,아스키 도형,183,439,54.79,11,1.83
3501,최대공약수 맞추기 게임,28,88,53.846000000000004,18,1.86
3507,Automated Telephone Exchange,130,185,81.25,3,1.23
3510,Dice,4,8,66.667,7,1.5
3518,공백왕 빈-칸,33,154,32.353,6,3.09
3523,Factorial Simplification,9,22,40.909,11,2.44
3526,이상적인 경로,24,176,19.2,15,5.21
3527,Jungle Outpost,12,37,50.0,25,2.0
3565,피보나치 진법,14,75,46.667,18,2.14
3566,대형 스크린,53,328,20.076,4,4.98
3568,iSharp,646,1725,45.302,6,2.21
3584,가장 가까운 공통 조상,745,1937,53.868,12,1.86
3586,방정식,15,116,16.304000000000002,17,6.13
3590,i18n,2,9,33.333,12,3.0
3596,크로스와 크로스,20,116,28.986,17,3.45
3606,Cellular Automaton,25,79,41.667,20,2.4
3610,Graveyard,13,38,72.222,8,1.38
3611,팀의 난이도,27,178,34.177,24,2.93
3613,Java vs C++,870,5805,19.706,6,5.07
3614,정사각형,18,37,66.667,12,1.5
3621,족보,45,154,35.433,8,2.82
3640,제독,344,1362,36.172,19,2.76
3648,아이돌,393,1514,31.166,17,3.21
3649,로봇 프로젝트,969,9052,15.380999999999998,12,6.5
3651,이항계수,46,486,26.436999999999998,15,3.78
3652,새트리,22,43,84.615,15,1.18
3653,영화 수집,1427,5202,43.269,17,2.31
3654,L퍼즐,85,526,25.915,22,3.86
3656,수영장 만들기,24,91,42.105,21,2.38
3657,총격전,6,28,54.545,14,1.83
3658,Tichu,1,1,100.0,10,1.0
3659,RFID 추적,6,19,37.5,19,2.67
3661,생일 선물,29,98,40.278,13,2.48
3663,고득점,77,519,28.101999999999997,13,3.56
3665,최종 순위,1322,5051,35.662,15,2.8
3666,리스크,68,204,40.0,22,2.5
3671,산업 스파이의 편지,399,1168,47.331,12,2.11
3673,나눌 수 있는 부분 수열,160,491,46.512,13,2.15
3678,카탄의 개척자,171,684,36.538000000000004,15,2.74
3679,단순 다각형,159,935,23.982,17,4.17
3682,동치 증명,222,1164,25.724,17,3.89
3683,고양이와 개,143,579,30.361,18,3.29
3684,어려운 문제,69,229,43.67100000000001,10,2.29
3685,김강山,16,46,41.026,24,2.44
3687,성냥개비,287,983,43.485,14,2.3
3691,컴퓨터 조립,47,151,37.903,11,2.64
3692,펭귄들의 행진,43,93,58.903999999999996,21,1.7
3696,Flight Safety,2,13,16.667,24,6.0
3697,정상,71,385,28.862,17,3.46
3700,걷기,10,51,21.276999999999997,21,4.7
3709,레이저빔은 어디로,166,438,47.56399999999999,11,2.11
3711,학번,82,219,54.305,6,1.84
3713,당일치기,4,32,100.0,18,1.0
3724,표,20,97,33.898,6,2.95
3736,System Engineer,113,400,43.629,18,2.29
3737,Cycles of Lanes,2,3,66.667,18,1.5
3745,오름세,896,3628,36.676,14,2.73
3746,Sky Code,7,17,41.176,19,2.43
3747,완벽한 선거!,211,514,57.65,17,1.73
3748,Lucky cities,36,173,23.840999999999998,20,4.19
3752,최대공약수 행렬식,32,81,50.0,21,2.0
3755,Double Queue,15,81,48.387,12,2.07
3758,KCPC,717,2057,44.812,7,2.23
3760,Computers,6,18,42.857,13,2.33
3763,스도쿠,19,77,42.222,24,2.37
3769,최댓값,8,48,57.143,20,1.75
3770,대한민국,77,295,34.071,16,2.94
3777,Computer Transformation,57,1107,9.39,17,10.65
3779,주기,58,164,46.4,16,2.16
3780,네트워크 연결,531,3192,23.61,15,4.24
3783,세제곱근,63,847,14.0,15,7.14
3789,Hidden Password,67,205,54.032,19,1.85
3793,Common Subsequence,141,564,45.048,11,2.22
3806,S를 T로,71,317,32.126999999999995,12,3.11
3807,고창영 비밀번호의 비밀,37,224,40.217,20,2.49
3826,스타일리시,39,90,69.643,8,1.44
3827,일차원 세포 자동자,49,159,49.495,16,2.02
3828,잘못된 계산,25,64,43.103,16,2.32
3829,Sliding Block Puzzle,12,27,66.667,23,1.5
3830,교수님은 기다리지 않는다,675,4512,23.625999999999998,18,4.23
3831,Let There Be Light,11,34,47.826,22,2.09
3835,Alphabet Soup,19,85,32.203,21,3.11
3836,Coin Collecting,8,43,20.513,27,4.88
3841,Non-negative Partial Sums,22,110,31.429000000000002,18,3.18
3844,백준 공화국,40,176,28.986,15,3.45
3845,잔디깎기,63,120,69.23100000000001,4,1.44
3847,Comparing answers,32,126,54.236999999999995,20,1.84
3849,Palindromic DNA,8,25,40.0,22,2.5
3850,Jumping monkey,20,91,33.898,19,2.95
3855,Trick or Treat,7,13,63.636,13,1.57
3856,Working at the Restaurant,4,10,40.0,8,2.5
3858,Darts,8,18,66.667,21,1.5
3860,할로윈 묘지,374,3749,14.835,16,6.74
3861,Slalom,3,6,50.0,20,2.0
3863,행복한 전화 통화,66,123,64.706,5,1.55
3864,Stammering Aliens,22,127,20.183,19,4.95
3865,학회원,56,216,44.093999999999994,12,2.27
3873,Intersection of Two Prisms,8,18,50.0,24,2.0
3874,Matrix Calculator,5,11,50.0,21,2.0
3878,점 분리,216,1189,30.21,20,3.31
3881,말파티 원,12,18,70.58800000000001,16,1.42
3885,회색 영역,27,33,84.375,12,1.19
3895,그리고 하나가 남았다,132,415,50.575,14,1.98
3896,소수 사이 수열,644,1083,72.036,10,1.39
3902,Bug Hunt,7,20,87.5,12,1.14
3903,제주도,28,84,46.667,22,2.14
3904,The Teacher's Side of Math,7,12,77.778,22,1.29
3905,How I Wonder What You Are!,5,5,100.0,16,1.0
3908,서로 다른 소수의 합,333,905,56.537,12,1.77
3910,거듭제곱 계산,16,66,47.059,13,2.13
3922,Shy Polygon,1,1,100.0,21,1.0
3926,Pathological Paths,1,1,100.0,16,1.0
3933,라그랑주의 네 제곱수 정리,403,1259,56.681000000000004,10,1.76
3938,Concert Hall Scheduling,68,171,60.714,19,1.65
3943,헤일스톤 수열,1291,4049,40.726,4,2.46
3944,나머지 계산,268,1101,43.791000000000004,9,2.28
3946,랜덤 걷기,118,381,47.581,17,2.1
3948,홍준이의 친위대,163,290,67.078,15,1.49
3952,Mystery,31,83,43.056000000000004,6,2.32
3954,Brainf**k 인터프리터,76,4598,10.16,15,9.89
3955,캔디 분배,671,5312,20.132,16,4.97
3959,스키 점프,23,105,43.396,16,2.3
3964,팩토리얼과 거듭제곱,61,409,22.846,13,4.38
3967,매직 스타,486,1359,50.625,11,1.98
3970,안전 구역,9,46,27.273000000000003,23,3.67
3976,역습,68,93,88.31200000000001,8,1.13
3977,축구 전술,530,1788,35.931999999999995,17,2.78
3978,Hacking,45,353,20.833000000000002,11,4.8
3980,선발 명단,756,2554,39.416,12,2.54
3981,큐브러버,84,251,41.379,15,2.42
3985,롤 케이크,1304,3297,44.099,5,2.27
3986,좋은 단어,2813,7229,48.718,7,2.05
3987,보이저 1호,506,3222,19.961,9,5.01
3988,수 고르기,112,515,37.838,17,2.64
3989,유행성 독감,32,164,45.714,17,2.19
3990,화면 보호기,30,207,30.612,22,3.27
3991,한번 쏘면 멈출 수 없어,145,224,70.732,10,1.41
3992,Caravan Robbers,30,255,13.392999999999999,20,7.47
3993,Disjoint Regular Expressions,4,35,16.667,24,6.0
3994,Exact Measurement,18,95,32.143,19,3.11
3995,스네이크 큐브,21,126,25.926,18,3.86
3997,하이퍼드롬,51,147,45.536,15,2.2
3998,단백질 식별,20,168,14.815,24,6.75
3999,텔레점프,23,48,54.762,20,1.83
4000,Kingdom Reunion,3,28,18.75,28,5.33
4001,미노타우르스 미궁,34,125,33.663000000000004,22,2.97
4002,닌자배치,173,667,32.096,21,3.12
4003,경비병,37,190,27.406999999999996,22,3.65
4004,쿠나이,24,109,27.586,26,3.63
4005,테이블 색칠하기,57,208,37.748000000000005,21,2.65
4008,특공대,368,1554,37.398,20,2.67
4009,순찰,44,186,30.986,24,3.23
4010,신호,24,137,21.622,22,4.63
4011,기름 파기,76,271,41.758,22,2.39
4012,컨벤션 센터,30,141,27.273000000000003,22,3.67
4013,ATM,574,3388,25.309,19,3.95
4014,도로,6,17,46.153999999999996,18,2.17
4015,DNA,15,22,75.0,15,1.33
4030,포켓볼,95,350,39.095,10,2.56
4044,도전 24,5,36,71.429,14,1.4
4046,Decompressing in a GIF,2,7,50.0,10,2.0
4055,파티가 좋아 파티가 좋아,39,317,21.429000000000002,9,4.67
4056,스-스-스도쿠,59,320,27.7,12,3.61
4072,Words,123,185,78.846,4,1.27
4077,Reliable Nets,10,24,71.429,16,1.4
4084,Viva la Diferencia,466,670,74.441,3,1.34
4092,비트 개수 세기,7,147,22.581,20,4.43
