id,user,correct_cnt,level
28161,koharin,70,8
28162,noparkee,70,7
28163,fn0809,70,7
28164,suzy99,70,10
28165,yes9717,70,9
28166,yekott,70,999
28167,ehdwls0916,70,999
28168,jusuk208,70,999
28169,kaelriu,70,999
28170,lunta94,70,999
28171,pbj0211,70,999
28172,tmfql1108,70,999
28173,jowoon3574,70,999
28174,rltjqdl1138,70,999
28175,wjdtjdtn1211,70,999
28176,aaamgh,70,999
28177,mcuwwa29,70,8
28178,modelable,70,-1
28179,guddls64,70,999
28180,pastpot,70,999
28181,won3545,70,999
28182,juu10326,70,11
28183,lgt1008,70,999
28184,seokeeee,70,999
28185,darkhost,70,999
28186,gimijuny,70,999
28187,hersungjin23,70,999
28188,kskyu610,70,999
28189,leehanjun,70,999
28190,gur1747,70,-1
28191,hsy5694,70,999
28192,rinah97,70,999
28193,sdm6410,70,9
28194,wlstjr0319,70,999
28195,codename_whitecrow,70,999
28196,jjccoo11,70,999
28197,esjvee,70,999
28198,mmmm07,70,999
28199,dandy6124,70,999
28200,dlwnsxogud,70,9
28201,esmoon89,70,999
28202,chalsman,70,999
28203,closer923,70,999
28204,idpresent,70,999
28205,joung7207,70,999
28206,cktmdgns1,70,999
28207,ki1315,70,999
28208,leekt216,70,999
28209,looloo1,70,999
28210,gjgjajaj,70,9
28211,hnjun03,70,999
28212,hyeran525,70,999
28213,chmon,70,999
28214,ksyt98,70,10
28215,agb1525,70,999
28216,eomgr55,70,9
28217,hoony1993,70,999
28218,eoeh04,70,999
28219,0605pdh,70,999
28220,kangit2013,70,8
28221,rmsxor94,70,999
28222,wnyoung,70,999
28223,2000jungwon,70,6
28224,yoo6161,70,999
28225,sarachung,70,999
28226,ssm0725,70,999
28227,sammajas,70,6
28228,dbrhkdtkd123,70,999
28229,ksb8320,70,999
28230,ljh000323,70,999
28231,kjhboy16,70,999
28232,rgbcolor,70,6
28233,spgstym,70,999
28234,hankyuwon,70,10
28235,asap0208,70,8
28236,dasoll,70,999
28237,frank521,70,999
28238,chunsa116,70,10
28239,dodop,70,999
28240,seungmin7473,70,999
28241,sumin6298,70,999
28242,yb7580,70,999
28243,shsl119,70,999
28244,darksttem,70,999
28245,shwjd0426,70,999
28246,djfl19,70,999
28247,orola114,70,8
28248,wxzone,70,999
28249,hand93,70,11
28250,wo0131,70,999
28251,kimsk550,70,1
28252,seungchan1219,70,-1
28253,june0224,70,999
28254,hyunjinlee,70,8
28255,kihoon0611,70,999
28256,wntjr0561,70,999
28257,bourzua,70,9
28258,jihoon289,70,999
28259,myane,70,6
28260,bbumbbing,70,999
28261,injung,70,9
28262,kirdi_33333,70,999
28263,redmelon,70,6
28264,seaurchin_02,70,6
28265,trim0817,70,999
28266,a9126,70,8
28267,flubberk,70,999
28268,gnup,70,999
28269,qudk0223,70,999
28270,hsw08,70,999
28271,gaonnuryhj,70,999
28272,acorn0415,70,10
28273,jshan93ag,70,999
28274,belle0310,70,999
28275,cutemarine,70,999
28276,tkskttk,70,999
28277,whdnwls10634,70,999
28278,chldusxkr,70,999
28279,happymint,70,999
28280,jsp01,70,999
28281,kdy3333,70,6
28282,kwonm333,70,999
28283,lnacles,70,999
28284,chlqudtn92,70,999
28285,tmzls123,70,999
28286,balminji0106,70,999
28287,say07902,70,999
28288,tjgusy,70,999
28289,tnwls9714,70,10
28290,aphlox,70,999
28291,yiyi6464,70,999
28292,altjs543,70,999
28293,xxsaintxx,70,999
28294,manducku,70,999
28295,zyzm12,70,999
28296,letta0207,70,999
28297,sonnet20,70,999
28298,xyz0224,70,999
28299,ilover5555,70,999
28300,kaykim11,70,999
28301,wjdgnswls10,70,999
28302,abjeewon,70,999
28303,captainzone,70,999
28304,hsswill,70,999
28305,fchopinof99,70,11
28306,p1233456,70,999
28307,rkdwjdgh0617,70,2
28308,shjeong92,70,999
28309,philipwq12,70,999
28310,yayaluna,70,999
28311,9hyun03,70,3
28312,ljyeon9466,70,11
28313,werum,70,999
28314,pabc98,70,999
28315,toilet2001,70,999
28316,kimjih114,70,999
28317,tama1221,70,5
28318,ejrgus9416,70,999
28319,login0530,70,999
28320,kdysk93,70,999
28321,ybg4828,70,10
28322,jadoo0817,70,999
28323,ja6516,70,3
28324,hanfrend,70,999
28325,lwsang13,70,999
28326,gomguk,70,999
28327,jinoro2,70,999
28328,sedman,70,999
28329,shkim4738,70,999
28330,khchung,70,999
28331,jth0225,70,999
28332,third123,70,999
28333,mywayx,70,999
28334,pkse1213,70,999
28335,erlin,70,999
28336,syk0349,70,999
28337,ztrl,70,9
28338,kdg232355,70,999
28339,thdgkdus7,70,999
28340,forbl,70,999
28341,rnlsoshk1,70,999
28342,badngood,70,999
28343,dear32,70,999
28344,doo9012,70,999
28345,cchhee200,70,999
28346,chleotlr205,70,999
28347,suengwone,70,999
28348,ttl2008,70,999
28349,juneodie,70,999
28350,ae878,70,999
28351,ngs9207,70,999
28352,minkkim93,70,999
28353,dlwngksv,70,999
28354,kdyoung012,69,999
28355,favorcat,69,4
28356,gshs_t,69,999
28357,smug201911167,69,999
28358,byungsin,69,999
28359,01ucir,69,7
28360,kimchan122,69,0
28361,min_h,69,6
28362,gkdms9156,69,999
28363,rgh967,69,999
28364,dev_ji,69,999
28365,sweetburble,69,999
28366,pdbx12,69,999
28367,snu_steven,69,999
28368,enjoy89,69,5
28369,jack3319,69,6
28370,phj070299,69,999
28371,a2222a,69,999
28372,supreme1275,69,7
28373,dbk,69,999
28374,haneul92,69,999
28375,bws96o,69,6
28376,kjb5792,69,999
28377,lde7335,69,8
28378,bbbin,69,999
28379,kohys1,69,999
28380,nahyun902,69,6
28381,ee2e,69,0
28382,ksmlucky,69,999
28383,register,69,8
28384,jioo0224,69,999
28385,swlee,69,999
28386,xisn00,69,999
28387,dongha1124,69,999
28388,cgyoon,69,999
28389,js2307,69,999
28390,jupiter,69,999
28391,govlskfk12,69,12
28392,jenniek1015,69,5
28393,joadv94,69,999
28394,ajh099,69,999
28395,bmb333,69,999
28396,lss1210,69,999
28397,minlee,69,999
28398,d0ri1226,69,6
28399,wlstks1155,69,999
28400,deltaori0,69,6
28401,indielife,69,999
28402,jedoli,69,999
28403,miukoo,69,999
28404,namgiu,69,999
28405,allmindfine,69,999
28406,dlawlghd99,69,999
28407,kwanho0096,69,999
28408,qbqb026,69,999
28409,jee5907,69,999
28410,yo6689,69,999
28411,ed_kim,69,7
28412,ysjang0725,69,999
28413,nine018,69,999
28414,smincy,69,999
28415,syeonni,69,999
28416,faithdy,69,999
28417,gksfktks2300,69,999
28418,halxgene,69,999
28419,kimmisoo,69,999
28420,wonjo00,69,999
28421,jinuk,69,999
28422,avenger86,69,999
28423,joseph1103,69,7
28424,phone7101,69,6
28425,chw3872,69,999
28426,ahtop00,69,7
28427,whoato,69,999
28428,bananajihoo,69,999
28429,jhs_0_0,69,999
28430,funkyray,69,999
28431,guys1017,69,999
28432,howift,69,8
28433,wjswnsgud200,69,999
28434,wt2933,69,999
28435,gs16100,69,999
28436,khyun0619,69,999
28437,scc6920,69,999
28438,algo_rithm,69,999
28439,hyejunlee,69,999
28440,kevin3853,69,7
28441,lsy341,69,999
28442,newlcb0813,69,999
28443,xodid4025,69,999
28444,ekfgusdl,69,999
28445,jinius36,69,8
28446,ksm0076,69,999
28447,eajeeh,69,2
28448,kim767812,69,5
28449,retest,69,999
28450,baleen,69,999
28451,printfhansi,69,6
28452,s007kk,69,999
28453,shocking0424,69,999
28454,szcpsta,69,999
28455,ksky0503,69,999
28456,cwp2126,69,999
28457,cozy0124,69,999
28458,nalee127,69,999
28459,gpdud1104,69,999
28460,hjan7804,69,999
28461,sunjin7725,69,999
28462,whhan91,69,999
28463,bjkoka,69,999
28464,ruddybombu,69,999
28465,sunboy79,69,8
28466,gilyoo,69,999
28467,roog23,69,999
28468,yuo1113,69,999
28469,dlahtl1005,69,999
28470,jehoon2,69,999
28471,luciz,69,999
28472,masiro97,69,999
28473,rmsid_1004,69,999
28474,tlaxh000,69,999
28475,truche,69,10
28476,dhforb123,69,999
28477,gitjin7331,69,999
28478,jh_jh,69,6
28479,joyjoy,69,999
28480,migo95,69,999
28481,shryoo15,69,999
28482,eom2390,69,999
28483,jjh33055,69,999
28484,wikis2101,69,999
28485,brightw84,69,9
28486,lee5837,69,999
28487,mkk0919,69,999
28488,vwjdehdwov,69,999
28489,chlwodud0327,69,999
28490,higgs4u,69,6
28491,xion8643,69,999
28492,herbtea,69,999
28493,xjcvyox,69,999
28494,andy7253,69,999
28495,alsrnwlgp,69,999
28496,damaskpopp,69,999
28497,dibauro3,69,999
28498,kwan7595,69,5
28499,jiu_jitsu,69,999
28500,rla5764v,69,13
28501,kimki0917,69,999
28502,ohk1119,69,999
28503,whdals913,69,999
28504,eoz,69,8
28505,ispyjun,69,4
28506,lego229,69,999
28507,mina2331,69,999
28508,atrox711,69,8
28509,hnajeaa,69,999
28510,jin35282,69,9
28511,takeabite,69,999
28512,tls6357,69,999
28513,mango911,69,5
28514,max5915,69,999
28515,joking7898,69,5
28516,yukh7,69,999
28517,16011077,69,6
28518,doodle3636,69,999
28519,hsy0754,69,999
28520,lowe,69,999
28521,pnu17,69,7
28522,yssz310,69,999
28523,ddakpyo,69,999
28524,lemonade,69,999
28525,nevelon,69,999
28526,nskogkatt,69,999
28527,reverserhw,69,999
28528,baronok,69,5
28529,bowson,69,999
28530,brenden,69,999
28531,dks2312,69,7
28532,dlfor,69,999
28533,james8366,69,999
28534,fassion2,69,6
28535,junung,69,999
28536,ckstjqz,69,999
28537,claude17,69,999
28538,joy7851,69,999
28539,kwakjw,69,999
28540,ohtaehyun7,69,999
28541,shirohacker,69,6
28542,isaacapple,69,999
28543,myeong18,69,999
28544,rae50030,69,999
28545,smc5407,69,999
28546,zzzz01111,69,6
28547,greathoon7,69,999
28548,keddykier,69,999
28549,latios064,69,999
28550,skyerer2,69,999
28551,wlsgud323,69,999
28552,tof11,69,999
28553,kmj6396,69,999
28554,jxcve,69,6
28555,newbs106,69,999
28556,idoyon,69,999
28557,kuri9494,69,999
28558,teamhide,69,999
28559,aswo117,69,4
28560,ddk74100,69,999
28561,zsoozsoo,69,999
28562,asdjkl15,69,999
28563,ghdjk2216,69,2
28564,wjdwlsdyd77,69,999
28565,dlwodud116,69,999
28566,luiej98,69,999
28567,jackjackie,69,999
28568,als8395,69,999
28569,ljuh0928,69,999
28570,jjimo,69,15
28571,laten1220,69,999
28572,mkrice,69,999
28573,egg6031,69,999
28574,gkstnsla1234,69,999
28575,gpdnjs04,69,999
28576,hsubin97,69,999
28577,leechg11,69,7
28578,jihoon5916,69,-1
28579,injxgj,69,999
28580,kidari9980,69,999
28581,wjscltn,69,999
28582,jhkim18,69,999
28583,wjdgur12345,69,999
28584,algohc06,69,999
28585,gkdms008,69,999
28586,qudwns2804,69,11
28587,wonwone,69,999
28588,genesis9413,69,7
28589,sjl9524,69,2
28590,lee95292,69,6
28591,qkrwhdeeld12,69,999
28592,quffl9612,69,999
28593,sgm04035,69,3
28594,bae1jm,69,999
28595,hanid842,69,999
28596,hjy0507,69,8
28597,otrodevym,69,999
28598,charligan,69,14
28599,wonae789,69,2
28600,dorazy2000,69,999
28601,jinseong1994,69,999
28602,raon,69,999
28603,syb6245,69,999
28604,docando11,69,999
28605,hokwak94,69,999
28606,jena970,69,999
28607,cookie032,69,999
28608,wnsgn0105,69,10
28609,xownsla,69,999
28610,201716365,69,7
28611,kaynetrump6ix9ine,69,999
28612,chasonghui,69,4
28613,sloth20,69,999
28614,cutiemung2,69,999
28615,troy0113,69,6
28616,dbtodus1,69,5
28617,oh4851,69,999
28618,qjarl592,69,10
28619,younghero,69,999
28620,zu77uz,69,9
28621,dasol_1101,69,999
28622,kljh0306,69,9
28623,sjoh0704,69,10
28624,kuaseung,69,-1
28625,sieunbae,69,9
28626,parkgunwon1,69,999
28627,b00v0429,69,999
28628,cowhappy721,69,999
28629,dngngn3045,69,6
28630,junjjang2,69,7
28631,yanghs6,69,6
28632,sunshinetoyou,69,3
28633,yunjh0420,69,9
28634,hhaahh,69,999
28635,ilsan040,69,999
28636,yeoinho324,69,999
28637,heus,69,999
28638,puppy613,69,999
28639,cokkum113,69,7
28640,kgh8697,69,999
28641,12201856,69,6
28642,kimtl007,69,3
28643,bdb0224,69,999
28644,bjj990120,69,999
28645,symbolon,69,999
28646,dei159,69,4
28647,dsa950115,69,999
28648,ksj0610,69,999
28649,rkdrkd312,69,2
28650,acu77,69,999
28651,leveloper97,69,999
28652,suminyu,69,10
28653,oizhq991111,69,5
28654,william98,69,999
28655,gasinams,69,999
28656,totol90,69,999
28657,dntjrck,69,5
28658,sehun,69,999
28659,wie0213,69,999
28660,rjwdl12,69,999
28661,ysuh89,69,999
28662,njs8590,69,999
28663,hallomj,69,999
28664,sngsngwoo753,69,-1
28665,aria22408,69,6
28666,doll0462,69,999
28667,hongjunjeon92,69,999
28668,ghddnqja,69,999
28669,ppsp77,69,9
28670,als1126,69,999
28671,doohui96,69,999
28672,ghdud4642,69,5
28673,lkydig,69,999
28674,worud1208,69,999
28675,yds9744,69,999
28676,kpqi5858,69,999
28677,jidankim21,69,999
28678,hda8297,69,999
28679,rbdnjs4,69,4
28680,gleamingmoon,69,999
28681,hy2186,69,10
28682,odh0112,69,999
28683,rkdtlsgur57,69,10
28684,rtef2,69,999
28685,0712qpfhslzk,69,999
28686,aronix,69,999
28687,ghdfhrooo,69,999
28688,hun030819,69,999
28689,slightly,69,999
28690,mareng825,69,999
28691,dbtkd1711,69,999
28692,dlwl68,69,999
28693,originerd,69,999
28694,rgdcn126,69,999
28695,inhoeo,69,999
28696,jye112,69,999
28697,powey1358,69,999
28698,ksw1812,69,999
28699,gabiiii,69,999
28700,hs0929kr,69,5
28701,hakzzang,69,0
28702,goodgodhi,69,999
28703,jeuslhg,69,10
28704,koko4756,69,999
28705,hohe,69,999
28706,yeomja99,69,999
28707,ss59ss,69,999
28708,wrjym,69,999
28709,xkdnrl,69,999
28710,tjtjtjtj0123,69,999
28711,hanmaum95,69,999
28712,myoung0710,69,999
28713,ghkwjd06,69,7
28714,handa7289,69,999
28715,lalplace,69,999
28716,muncleg,69,999
28717,sjc0829,69,999
28718,sec3833,69,999
28719,akapwhd,69,999
28720,kimts0608,69,999
28721,jwsuh0205,69,999
28722,aries904,69,10
28723,idelen,69,11
28724,gwangjin,69,999
28725,ngw1994,69,6
28726,thalals,69,9
28727,seng1127,69,5
28728,rehs96,69,2
28729,yummy_lunchbox,69,-1
28730,cgy7096,69,999
28731,rlaxorwn12,69,999
28732,woal777,69,999
28733,khwoo8026,69,-1
28734,junhui4955,69,999
28735,kwang0101,69,999
28736,kimsoree,69,999
28737,liebero,69,999
28738,boramae_no1,69,1
28739,ehddlrvv,69,999
28740,duty5208,69,999
28741,don0313,69,999
28742,junhyuk843,69,10
28743,gnsdl12396,69,999
28744,inbdni,69,999
28745,testingid,69,999
28746,codingdragon,69,999
28747,tlrpsh21,69,999
28748,jazzjack,69,999
28749,khancho18,69,999
28750,whdthsgnk,69,999
28751,2016305013,69,9
28752,yhm,69,999
28753,ibramovic11,69,999
28754,beattyblue,69,999
28755,lsw1028,69,999
28756,twinwings1111,69,999
28757,chlgh326,69,999
28758,eustress_ca,69,999
28759,rkdrud34,69,999
28760,hopephm,69,999
28761,chungheetak,69,999
28762,oyj9109,69,999
28763,bearics,69,999
28764,jordy,69,6
28765,edjoovic,69,2
28766,miraelim,69,999
28767,yoo1644,69,999
28768,daeinki,69,999
28769,jrngl3527,69,1
28770,skaksdl,69,999
28771,bsh0990,69,999
28772,po00076,69,7
28773,winners58,69,999
28774,acmtest,69,999
28775,lawliet777,69,999
28776,jh8579,69,999
28777,mbe2207,69,999
28778,ohworld,69,999
28779,jungwp112,68,999
28780,kimi,68,999
28781,nugulgga,68,999
28782,lovea,68,999
28783,rwrq22,68,5
28784,bucketlee,68,6
28785,khw5218,68,6
28786,limasdfg1018,68,999
28787,hyoungkyeu8359,68,999
28788,dewgang,68,999
28789,dlqlssa,68,5
28790,stahlernsilimar,68,5
28791,spencer1000,68,999
28792,swgil007,68,999
28793,dustndus8,68,999
28794,nj2753,68,999
28795,isho,68,999
28796,rhxoeh0011,68,999
28797,hatsu397,68,999
28798,sungjae1213,68,999
28799,darara,68,999
28800,kkiu1756,68,999
28801,minhyun,68,999
28802,wonhongi,68,999
28803,taeyeol3019,68,999
28804,rudwn826,68,999
28805,yonggar,68,999
28806,cwcsks,68,999
28807,rays0411,68,999
28808,blackdress,68,999
28809,jaeyoon047,68,999
28810,eunjae07119,68,999
28811,simonjeon825,68,999
28812,bizli0618,68,7
28813,poyo062,68,999
28814,corncheese,68,12
28815,kis7279,68,999
28816,brian4462,68,999
28817,knh990313,68,999
28818,hyuntae,68,999
28819,psh6464,68,8
28820,hi0826,68,6
28821,eastflag2,68,999
28822,gus3578,68,999
28823,pss3141,68,999
28824,ribbon0529,68,999
28825,shhh0620,68,999
28826,sjl396,68,999
28827,xodnr135,68,999
28828,ownfos,68,999
28829,pacientes,68,7
28830,5pecia1,68,999
28831,msshin0515,68,2
28832,rlaalsduq,68,999
28833,dhskdlwu,68,4
28834,kymho98,68,999
28835,jinwoo17962,68,5
28836,kim3321,68,999
28837,shallet44,68,1
28838,gmlwjd7879,68,999
28839,hjk921224,68,999
28840,khm110611,68,999
28841,rkdgla1,68,999
28842,sameline,68,999
28843,zhan93,68,999
28844,kpg114,68,999
28845,lhj6947,68,999
28846,dyb,68,999
28847,easy23,68,999
28848,jaguan,68,999
28849,kimmin2300,68,1
28850,parkjs010425,68,999
28851,ass7674,68,999
28852,nunkori,68,999
28853,z3npk876,68,8
28854,jeonsmin,68,6
28855,lkjsdf,68,999
28856,yoojh22,68,999
28857,wook308,68,999
28858,gnsia,68,999
28859,ohwoni1,68,999
28860,lgylgy1919,68,999
28861,tjdtn6169,68,5
28862,znxenter,68,999
28863,bread0930,68,999
28864,cielo0105,68,8
28865,dlekgns6743,68,8
28866,chan00365,68,7
28867,chmono,68,999
28868,stafor,68,999
28869,this,68,999
28870,ahnjs0198,68,999
28871,sg524_lee,68,999
28872,tjdqo007,68,999
28873,98dhkang,68,999
28874,chemwang,68,8
28875,ensuni1,68,999
28876,ha70801324,68,999
28877,hyuklassic,68,999
28878,king80139,68,999
28879,kylin_1q84,68,3
28880,oaojjj,68,999
28881,astoo,68,999
28882,kymkyj,68,7
28883,powercoman,68,999
28884,sjhkr2009,68,10
28885,dlwngjs00,68,6
28886,gomtang3274,68,999
28887,hak,68,999
28888,jcdad3000,68,999
28889,yoonho214,68,1
28890,chaewon,68,999
28891,ckddyddlfemd,68,999
28892,kjh980728,68,999
28893,sdreamer0329,68,999
28894,smu201715079,68,999
28895,topww00,68,999
28896,eoals878,68,999
28897,huiseung75,68,999
28898,jhjcoco,68,5
28899,nuri3136,68,999
28900,ssr0813,68,999
28901,suzybaek,68,999
28902,ywjin6533,68,999
28903,gaeun1021,68,6
28904,hwangst0706,68,999
28905,imngy,68,999
28906,manchon126,68,9
28907,gywls9900,68,999
28908,wlsgur0306,68,999
28909,ksy1118s,68,999
28910,ts0526,68,999
28911,chal728,68,999
28912,jekim01,68,999
28913,shinker1002,68,5
28914,hbp001,68,999
28915,leonld,68,999
28916,sanghwaann,68,8
28917,skals7269,68,10
28918,ceroopark,68,8
28919,fish1523,68,999
28920,gbh5854,68,999
28921,cuu225,68,999
28922,eyerun95,68,9
28923,sh3799,68,999
28924,dhkang5014,68,999
28925,algooooo,68,999
28926,wearz,68,999
28927,obkh32,68,7
28928,eunhaema,68,999
28929,gmgm02206,68,999
28930,kmj7475,68,6
28931,seoki020314,68,7
28932,hoin1218,68,999
28933,geeljy,68,999
28934,rmejrl,68,999
28935,dbseh5439,68,999
28936,ww8007,68,9
28937,caphile98,68,999
28938,dpcks9677,68,5
28939,kklily592,68,999
28940,star73733,68,999
28941,swgomhk,68,10
28942,zkzkfkcl23,68,7
28943,dnr6054,68,9
28944,puzzle527,68,999
28945,wilko97,68,9
28946,dhh1021,68,999
28947,dlangh6632,68,5
28948,dlekgus0220,68,999
28949,miffy132224,68,999
28950,siwall0105,68,999
28951,syy24,68,999
28952,andyjo2003,68,999
28953,iidx,68,7
28954,y41s,68,999
28955,alsrb5606,68,7
28956,sss2061,68,1
28957,ts06067,68,999
28958,fheldgktpdy,68,6
28959,frankahn9,68,999
28960,rapo1756,68,999
28961,skybro2004,68,999
28962,tytyty0331,68,999
28963,chancedream,68,6
28964,chowy333,68,999
28965,gusrl4025,68,7
28966,ksu880,68,1
28967,yourface,68,999
28968,crystal10519,68,999
28969,awesdfgh,68,999
28970,rlaeogml,68,999
28971,ssjh940326,68,999
28972,gmlwns7543,68,7
28973,sj_y991214,68,999
28974,su108,68,999
28975,cake1010,68,999
28976,kis0403,68,999
28977,emerald6227,68,999
28978,ster098,68,999
28979,cksung,68,999
28980,sm01270913,68,5
28981,yuong13,68,999
28982,seungok,68,999
28983,jiyeon4546,68,999
28984,abalon1210,68,999
28985,gjustin,68,999
28986,jinsm0103,68,999
28987,m249,68,999
28988,pdj0710,68,999
28989,sosoo,68,9
28990,tjdwnsmm,68,999
28991,wnstn0620,68,999
28992,chimd715,68,4
28993,ghldtjd901,68,999
28994,20183177,68,999
28995,jindoldream,68,999
28996,gmltn0095,68,999
28997,echooi6,68,9
28998,kingsley,68,6
28999,seonghyukshin,68,999
29000,brenda524,68,5
29001,gunwing123,68,999
29002,lkj526,68,999
29003,saytome33,68,999
29004,yjeka,68,5
29005,zjawldn,68,999
29006,anfocnd,68,999
29007,jmw492,68,6
29008,papermoon703,68,999
29009,laene76,68,3
29010,myocjy,68,999
29011,roastmonkey,68,999
29012,2000danny,68,999
29013,jhj950701,68,999
29014,jongwook2010,68,999
29015,ksyoung258,68,999
29016,rlwjd1504,68,9
29017,bumchul95,68,999
29018,pafaya3086,68,8
29019,tina_98,68,999
29020,magichedgehog,68,7
29021,suyunshin,68,999
29022,chang9403,68,999
29023,fabmel,68,999
29024,honeybees,68,999
29025,jwov5484,68,999
29026,ldhbang,68,999
29027,pcy9022,68,999
29028,insistence,68,8
29029,rainfall3363,68,999
29030,yeop77,68,999
29031,akh9804,68,999
29032,gobad820,68,999
29033,kkeman,68,999
29034,knl7777,68,999
29035,nsw9323,68,999
29036,ahnwoohyun,68,999
29037,dkxm1109,68,999
29038,si0825,68,6
29039,ekoekoazarak,68,999
29040,jeehunyoo,68,999
29041,dbtmdals2002,68,999
29042,elangzz,68,999
29043,heo95170,68,999
29044,jss223kr,68,999
29045,mellow3632,68,10
29046,create0327,68,999
29047,cyw601,68,7
29048,saramary21,68,999
29049,snowooden,68,999
29050,cookie1185,68,5
29051,ieieie0419,68,999
29052,jmjyjw1,68,999
29053,popogustn,68,999
29054,kmk0224,68,999
29055,phm0496,68,999
29056,potados99,68,8
29057,ili0820,68,999
29058,kangjunlucky,68,9
29059,bsj2061,68,999
29060,lsy1150,68,999
29061,wonderkyum21,68,999
29062,apfhd5620,68,999
29063,brother0326,68,6
29064,hanttak0927,68,5
29065,meme0724,68,999
29066,kjgcde,68,999
29067,p930704,68,999
29068,innjie,68,999
29069,ljm9748,68,999
29070,audghks6999,68,999
29071,c6369,68,999
29072,dlwlrjs1,68,999
29073,lkg1104,68,999
29074,ephemeral,68,999
29075,dlaudgkr0127,68,999
29076,ghan,68,999
29077,pjh5884,68,3
29078,taeugi323,68,999
29079,erichu,68,999
29080,jjktt0616,68,999
29081,bellahj0323,68,2
29082,mirine5314,68,999
29083,sbzest,68,999
29084,cliberty,68,999
29085,romj98,68,999
29086,torazang65,68,999
29087,sjjwjj,68,999
29088,downey,68,999
29089,rudeknight,68,999
29090,wjddnjs0528,68,9
29091,anyplay01,68,9
29092,goodjsh17,68,999
29093,minza1215,68,999
29094,ece5074,68,999
29095,f90406,68,999
29096,doretose,68,9
29097,kang357,68,999
29098,chyun0711,68,999
29099,oswking,68,999
29100,yeolu0803,68,999
29101,zerone,68,999
29102,alstn0820,68,999
29103,dmscjf21,68,9
29104,qkr0677,68,8
29105,nemo513,68,999
29106,goldok9,68,999
29107,cndghks159,68,999
29108,dooly7183,68,9
29109,tomybaru,68,9
29110,gdkim4137,68,999
29111,jmj005,68,4
29112,kwon322,68,9
29113,phm9513,68,999
29114,a2367879,68,999
29115,gypig0927,68,999
29116,wns20826,68,999
29117,david232,68,999
29118,fyah,68,999
29119,su97hong,68,999
29120,leean,68,6
29121,svt_hani,68,999
29122,idkihg,68,7
29123,ddo1217,68,999
29124,kammat1,68,8
29125,rlawns1016,68,999
29126,myverytinybrain,68,9
29127,woojj5,68,999
29128,ckdgh518,68,999
29129,yhong,68,999
29130,hsh0324,68,999
29131,ktfno18,68,1
29132,wogus0,68,999
29133,scovak,68,999
29134,rhsnqk,68,8
29135,pyj9748,68,999
29136,willl,68,999
29137,seaw7777,68,10
29138,whee0827,68,999
29139,dkswodnjs3,68,999
29140,ysh0819,68,999
29141,growsj,68,999
29142,suminwa,68,999
29143,flowerneco,68,999
29144,aqws11,68,999
29145,qkfms2298,68,999
29146,sukhae,68,999
29147,tkdrnjs67,68,999
29148,xxds500,68,999
29149,zanygeek8371,68,999
29150,whoareyou,68,2
29151,juice542,68,6
29152,eotn000,68,5
29153,tokeii,68,999
29154,wonjnlee,68,999
29155,typass,68,999
29156,ytn5262,68,999
29157,cdse22,68,999
29158,kimsutto,68,999
29159,vaudgnsv,68,999
29160,nemostar5,68,999
29161,stran,68,999
29162,cih999,68,999
29163,jacetree,68,999
29164,stay136,68,999
29165,hkjeon13,68,999
29166,ryd8254,68,999
29167,pppppop,68,999
29168,chyusa1223,68,999
29169,dfr456,68,999
29170,hinam02,68,999
29171,mathto,68,999
29172,rjs463,68,999
29173,yubyub63,68,999
29174,fvfvfv80,68,999
29175,gngh0101,68,999
29176,imonit,68,12
29177,blue12342000,68,999
29178,dmstn4937,68,999
29179,wnsrnek3,68,999
29180,gregor77,68,9
29181,lenon461,68,999
29182,yoric216,68,8
29183,likemore,68,999
29184,biggwang,68,10
29185,jhs0216,68,999
29186,tgx,68,999
29187,curve4403,68,999
29188,stopmode,68,999
29189,k2walk,68,999
29190,ssh0702,68,-1
29191,woaldudrl,68,3
29192,xoduf1447,68,999
29193,mycamp,68,11
29194,wlwlskrskr1004,68,999
29195,moonkin,68,999
29196,yangeb0,68,9
29197,jongyoung93,68,999
29198,taylor123,68,999
29199,mountainlion0523,68,999
29200,joyclub2020,68,10
29201,tinydew4,68,999
29202,dirn0568,68,9
29203,stagenull,67,999
29204,dnwlscjf185,67,999
29205,o_0_o,67,9
29206,unknown101,67,5
29207,amsatak,67,999
29208,pju0502,67,999
29209,syeon6050,67,999
29210,andyjun1227,67,999
29211,conqrea,67,7
29212,hoonhn,67,999
29213,hychoi,67,999
29214,chop,67,6
29215,comkkyu,67,7
29216,guruseed,67,999
29217,vkdltjs2018,67,999
29218,alpoxdev,67,0
29219,bee1st,67,999
29220,vamosacasa,67,999
29221,probe,67,999
29222,qkrals0813,67,7
29223,xlswl,67,999
29224,341k,67,999
29225,ehddhks194,67,5
29226,lizkim1026,67,999
29227,onh0195,67,999
29228,chan_az,67,999
29229,gracefulife,67,999
29230,algopha100,67,999
29231,hbdhmj819,67,999
29232,lightyeon,67,0
29233,landsle,67,5
29234,youngseok8,67,999
29235,zmffjq0,67,5
29236,alszl1,67,999
29237,bluemoon,67,5
29238,gustngusrud1,67,999
29239,ultrabacus,67,999
29240,yyss411,67,999
29241,jeong0239,67,999
29242,mingc1023,67,8
29243,tmfdk0819,67,999
29244,best2204,67,999
29245,howwownow99,67,6
29246,john2318,67,999
29247,lopsided,67,999
29248,tmp_10,67,999
29249,js20524,67,999
29250,jsj1275,67,999
29251,aaaa12,67,999
29252,leesese,67,5
